Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Exchange
CHKR,Chesapeake Granite Wash Trust,2.25,105187500,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/chkr,NYSE
CHSP,Chesapeake Lodging Trust,25.21,1515014563,n/a,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chsp,NYSE
CHSP^A.CL,Chesapeake Lodging Trust,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/chsp^a.cl,NYSE
CPK,Chesapeake Utilities Corporation,74.85,1222678642,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/cpk,NYSE
CVX,Chevron Corporation,104.14,1.973E+11,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvx,NYSE
CHS,"Chico&#39;s FAS, Inc.",9.13,1182229494,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/chs,NYSE
CIM,Chimera Investment Corporation,19.76,3710522703,n/a,2007,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cim,NYSE
CIM^A,Chimera Investment Corporation,25.55,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cim^a,NYSE
CIM^B,Chimera Investment Corporation,25.79,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cim^b,NYSE
CHN,"China Fund, Inc. (The)",18.77,295114609.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/chn,NYSE
CMG,"Chipotle Mexican Grill, Inc.",413.99,11866208204,n/a,2006,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cmg,NYSE
CHH,"Choice Hotels International, Inc.",66.25,3739695834,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/chh,NYSE
CBK,Christopher & Banks Corporation,1.32,49666969.44,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/cbk,NYSE
CHD,"Church & Dwight Company, Inc.",53.09,13232942641,n/a,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/chd,NYSE
CIEN,Ciena Corporation,26.16,3710315101,n/a,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cien,NYSE
CI,Cigna Corporation,168.26,43077019793,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ci,NYSE
XEC,Cimarex Energy Co,93.1,8854612429,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xec,NYSE
CBB,Cincinnati Bell Inc,18.45,777375750.2,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cbb,NYSE
CBB^B,Cincinnati Bell Inc,49.9428,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbb^b,NYSE
CNK,Cinemark Holdings Inc,38.65,4499727808,n/a,2007,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/cnk,NYSE
CIR,"CIRCOR International, Inc.",58.05,957483956.3,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/cir,NYSE
CIT,CIT Group Inc (DEL),48.49,7012965606,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cit,NYSE
BLW,Citigroup Inc.,15.6,577260122.4,n/a,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/blw,NYSE
C,Citigroup Inc.,63.78,1.75603E+11,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c,NYSE
C^C,Citigroup Inc.,25.92,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^c,NYSE
C^J,Citigroup Inc.,29.94,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^j,NYSE
C^K,Citigroup Inc.,29.6,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c^k,NYSE
C^L,Citigroup Inc.,27.1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^l,NYSE
C^N,Citigroup Inc.,26.17,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c^n,NYSE
C^P,Citigroup Inc.,27.46,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^p,NYSE
C^S,Citigroup Inc.,26.9,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^s,NYSE
CFG,"Citizens Financial Group, Inc.",34.66,17556892713,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/cfg,NYSE
CIA,"Citizens, Inc.",7.01,351073614.3,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/cia,NYSE
CIVI,"Civitas Solutions, Inc.",17.6,656712091.2,n/a,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/civi,NYSE
CLH,"Clean Harbors, Inc.",54.71,3129931034,n/a,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/clh,NYSE
CCO,"Clear Channel Outdoor Holdings, Inc.",4.2,1522540160,n/a,2005,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cco,NYSE
CEM,ClearBridge Energy MLP Fund Inc.,14.78,1035775276,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/cem,NYSE
EMO,ClearBridge Energy MLP Opportunity Fund Inc.,12.42,387455015.5,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/emo,NYSE
CTR,ClearBridge Energy MLP Total Return Fund Inc.,12.53,481153779.3,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/ctr,NYSE
CLW,Clearwater Paper Corporation,45.3,744334990.8,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/clw,NYSE
CLF,Cliffs Natural Resources Inc.,6.64,1968108596,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/clf,NYSE
CLPR,Clipper Realty Inc.,12.52,223015692.6,n/a,2017,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/clpr,NYSE
CLX,Clorox Company (The),139.3,17941594693,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/clx,NYSE
CLD,Cloud Peak Energy Inc,3.53,264946215.1,n/a,2009,Energy,Coal Mining,http://www.nasdaq.com/symbol/cld,NYSE
CMS,CMS Energy Corporation,47.56,13338364132,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/cms,NYSE
CMS^B,CMS Energy Corporation,102,0,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/cms^b,NYSE
CNA,CNA Financial Corporation,48.25,13074790211,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cna,NYSE
CNO,"CNO Financial Group, Inc.",20.04,3433082700,n/a,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/cno,NYSE
CNXC,CNX Coal Resources LP,15.55,362776866.1,n/a,2015,Energy,Coal Mining,http://www.nasdaq.com/symbol/cnxc,NYSE
COH,"Coach, Inc.",47.26,13286139479,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/coh,NYSE
CIE,"Cobalt International Energy, Inc.",2.42,72327309.56,n/a,2009,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cie,NYSE
KO,Coca-Cola Company (The),45.43,1.94102E+11,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/ko,NYSE
CDE,"Coeur Mining, Inc.",8.61,1562276217,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/cde,NYSE
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",12.87,350181734.8,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/fof,NYSE
INB,"Cohen & Steers Global Income Builder, Inc.",9.46,218923963.3,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/inb,NYSE
CNS,Cohen & Steers Inc,40.5,1874890841,n/a,2004,Finance,Investment Managers,http://www.nasdaq.com/symbol/cns,NYSE
UTF,"Cohen & Steers Infrastructure Fund, Inc",23.38,1994776784,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/utf,NYSE
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",26.29,757955948.2,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/ldp,NYSE
RQI,Cohen & Steers Quality Income Realty Fund Inc,12.98,1416914998,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/rqi,NYSE
RNP,Cohen & Steers Reit and Preferred Income Fund Inc,20.93,995571784.5,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/rnp,NYSE
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",12.82,335056712.6,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/rfi,NYSE
CFX,Colfax Corporation,38.15,4692136331,n/a,2008,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/cfx,NYSE
CL,Colgate-Palmolive Company,75.89,67033092489,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/cl,NYSE
CXE,Colonial High Income Municipal Trust,5.24,165079167.9,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/cxe,NYSE
CIF,Colonial Intermediate High Income Fund,2.84,58195144.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cif,NYSE
CXH,Colonial Investment Grade Municipal Trust,10.18,117955222.3,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/cxh,NYSE
CMU,Colonial Municipal Income Trust,4.72,133647994.2,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/cmu,NYSE
CLNS,"Colony NorthStar, Inc.",14.41,7945322454,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/clns,NYSE
CLNS^B,"Colony NorthStar, Inc.",25.45,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^b,NYSE
CLNS^C,"Colony NorthStar, Inc.",25.77,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^c,NYSE
CLNS^D,"Colony NorthStar, Inc.",26.2814,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^d,NYSE
CLNS^E,"Colony NorthStar, Inc.",26.8,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^e,NYSE
CLNS^G,"Colony NorthStar, Inc.",26.38,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^g,NYSE
CLNS^H,"Colony NorthStar, Inc.",25.8,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^h,NYSE
CLNS^I,"Colony NorthStar, Inc.",25.67,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^i,NYSE
SFR,Colony Starwood Homes,34.29,4280893868,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sfr,NYSE
CXP,"Columbia Property Trust, Inc.",22.35,2736770150,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cxp,NYSE
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",21.9,336583947,n/a,2009,n/a,n/a,http://www.nasdaq.com/symbol/stk,NYSE
CCV,Comcast Corporation,25.83,0,n/a,2012,Consumer Services,Television Services,http://www.nasdaq.com/symbol/ccv,NYSE
CCZ,Comcast Corporation,54,0,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/ccz,NYSE
CMA,Comerica Incorporated,71.07,12574860069,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cma,NYSE
CMA.WS,Comerica Incorporated,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cma.ws,NYSE
FIX,"Comfort Systems USA, Inc.",36.2,1349012657,n/a,1997,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/fix,NYSE
CMC,Commercial Metals Company,18.8,2176640914,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/cmc,NYSE
CBU,"Community Bank System, Inc.",54.67,2769756761,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbu,NYSE
CYH,"Community Health Systems, Inc.",9.35,1072353417,n/a,2000,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cyh,NYSE
CHCT,Community Healthcare Trust Incorporated,26.06,341522893.2,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chct,NYSE
CODI,Compass Diversified Holdings,17.1,1024290000,n/a,2006,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/codi,NYSE
CMP,"Compass Minerals International, Inc.",66.25,2240800780,n/a,2003,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/cmp,NYSE
CRK,"Comstock Resources, Inc.",6.81,104686044,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crk,NYSE
CAG,"ConAgra Brands, Inc.",37.65,16020134713,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/cag,NYSE
CXO,Concho Resources Inc.,115.91,17203333223,n/a,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cxo,NYSE
CNNX,Cone Midstream Partners LP,18.53,1178236220,n/a,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/cnnx,NYSE
COP,ConocoPhillips,44.23,54717107841,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cop,NYSE
CNX,CONSOL Energy Inc.,14.63,3365619401,n/a,1999,Energy,Coal Mining,http://www.nasdaq.com/symbol/cnx,NYSE
ED,Consolidated Edison Inc,84.04,25664126880,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ed,NYSE
STZ,Constellation Brands Inc,182.47,35627345962,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/stz,NYSE
CLR,"Continental Resources, Inc.",30.86,11578393242,n/a,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/clr,NYSE
CVG,Convergys Corporation,24.27,2284452242,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/cvg,NYSE
COO,"Cooper Companies, Inc. (The)",246.76,12055898293,n/a,n/a,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/coo,NYSE
CTB,Cooper Tire & Rubber Company,35.8,1895006376,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/ctb,NYSE
CPS,Cooper-Standard Holdings Inc.,100.23,1789920771,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cps,NYSE
CXW,"CoreCivic, Inc.",28.64,3383805632,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cxw,NYSE
CLGX,"CoreLogic, Inc.",43.56,3687015016,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/clgx,NYSE
CORR,"CorEnergy Infrastructure Trust, Inc.",33.32,396309013,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/corr,NYSE
CORR^A,"CorEnergy Infrastructure Trust, Inc.",25.04,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/corr^a,NYSE
COR,CoreSite Realty Corporation,109.35,3739285251,n/a,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cor,NYSE
COR^A,CoreSite Realty Corporation,25.78,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cor^a,NYSE
GLW,Corning Incorporated,30.23,27818602084,n/a,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/glw,NYSE
GYC,Corporate Asset Backed Corp CABCO,23.44,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gyc,NYSE
OFC,Corporate Office Properties Trust,35.79,3558721744,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ofc,NYSE
COTV,"Cotiviti Holdings, Inc.",38.68,3552312020,n/a,2016,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cotv,NYSE
COTY,Coty Inc.,19.2,14354655974,n/a,2013,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/coty,NYSE
CFC^B,Countrywide Financial Corporation,25.68,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfc^b,NYSE
CUZ,Cousins Properties Incorporated,8.96,3753313697,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cuz,NYSE
CVA,Covanta Holding Corporation,13.85,1814455980,n/a,n/a,Basic Industries,Electric Utilities: Central,http://www.nasdaq.com/symbol/cva,NYSE
CPF,CPB Inc.,31.02,950314512.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cpf,NYSE
CR,Crane Company,79.74,4745090811,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/cr,NYSE
CEQP,Crestwood Equity Partners LP,22.25,1549790709,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ceqp,NYSE
CRT,Cross Timbers Royalty Trust,15.4156,92493600,n/a,1992,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crt,NYSE
CAPL,CrossAmerica Partners LP,25.23,850922622.6,n/a,2012,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/capl,NYSE
CCI,Crown Castle International Corporation,99.75,36519346217,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cci,NYSE
CCK,"Crown Holdings, Inc.",58.47,7957003674,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/cck,NYSE
CRY,"CryoLife, Inc.",19.8,658560018.6,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cry,NYSE
CSRA,CSRA Inc.,31.79,5189714639,n/a,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/csra,NYSE
CSS,"CSS Industries, Inc.",26.75,243275039.5,n/a,n/a,Consumer Services,Consumer: Greeting Cards,http://www.nasdaq.com/symbol/css,NYSE
CST,"CST Brands, Inc.",48.54,3685387219,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cst,NYSE
CTS,CTS Corporation,21.35,701369362.4,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/cts,NYSE
CUBE,CubeSmart,24.52,4417943007,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cube,NYSE
CUB,Cubic Corporation,45.8,1241668640,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cub,NYSE
CFR,"Cullen/Frost Bankers, Inc.",91.8,5870649199,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cfr,NYSE
CFR^A,"Cullen/Frost Bankers, Inc.",25.96,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfr^a,NYSE
CFI,"Culp, Inc.",32.5,401602500,n/a,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/cfi,NYSE
CMI,Cummins Inc.,158.9,26691258803,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cmi,NYSE
CW,Curtiss-Wright Corporation,90.3,3995381563,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cw,NYSE
SRF,Cushing Energy Income Fund (The),8.1592,20193930.25,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/srf,NYSE
CUBI,"Customers Bancorp, Inc",27.6,845562625.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubi,NYSE
CUBI^C,"Customers Bancorp, Inc",26.82,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^c,NYSE
CUBI^D,"Customers Bancorp, Inc",26.75,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^d,NYSE
CUBI^E,"Customers Bancorp, Inc",26.8,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^e,NYSE
CUBI^F,"Customers Bancorp, Inc",26.2,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^f,NYSE
CUBS,"Customers Bancorp, Inc",25.9,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubs,NYSE
CVI,CVR Energy Inc.,21.28,1847764744,n/a,2007,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvi,NYSE
UAN,"CVR Partners, LP",3.62,410084362.3,n/a,2011,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/uan,NYSE
CVRR,"CVR Refining, LP",9.3,1372680000,n/a,2013,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvrr,NYSE
CVS,CVS Health Corporation,80.12,81625887288,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/cvs,NYSE
CYS,"CYS Investments, Inc.",8.76,1329150665,n/a,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cys,NYSE
CYS^A,"CYS Investments, Inc.",25.5393,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cys^a,NYSE
CYS^B,"CYS Investments, Inc.",25.1699,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cys^b,NYSE
DHI,"D.R. Horton, Inc.",33.95,12750847060,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/dhi,NYSE
DAN,Dana Incorporated,21.56,3116702281,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dan,NYSE
DHR,Danaher Corporation,85.47,59326462725,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dhr,NYSE
DRI,"Darden Restaurants, Inc.",90.08,11200426403,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dri,NYSE
DAR,Darling Ingredients Inc.,15.93,2622894110,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/dar,NYSE
DVA,DaVita Inc.,64.45,12541970000,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dva,NYSE
DCP,DCP Midstream LP,32.5,4657325660,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dcp,NYSE
DCT,DCT Industrial Trust Inc,55.01,5059167711,n/a,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dct,NYSE
DDR,DDR Corp.,8.98,3296348542,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ddr,NYSE
DDR^A,DDR Corp.,26.78,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddr^a,NYSE
DDR^J,DDR Corp.,25.47,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddr^j,NYSE
DDR^K,DDR Corp.,25.524,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddr^k,NYSE
DF,Dean Foods Company,17.66,1604974513,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/df,NYSE
DECK,Deckers Outdoor Corporation,66.94,2141414951,n/a,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/deck,NYSE
DE,Deere & Company,123.35,39454989912,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/de,NYSE
DEX,Delaware Enhanced Global Dividend,11.39,180533652.7,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/dex,NYSE
DDF,"Delaware Investments Dividend & Income Fund, Inc.",10.57,85540885.43,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/ddf,NYSE
DKL,"Delek Logistics Partners, L.P.",31.3,761485399.1,n/a,2012,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/dkl,NYSE
DK,"Delek US Holdings, Inc.",25.97,1610983402,n/a,2006,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/dk,NYSE
DAL,"Delta Air Lines, Inc.",52.87,38914541227,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/dal,NYSE
DEL,Deltic Timber Corporation,71.76,874359002.4,n/a,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/del,NYSE
DLX,Deluxe Corporation,68.93,3343198952,n/a,n/a,Consumer Durables,Publishing,http://www.nasdaq.com/symbol/dlx,NYSE
DNR,Denbury Resources Inc.,1.53,609456222,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dnr,NYSE
DKT,Deutsch Bk Contingent Cap Tr V,27.18,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dkt,NYSE
DVN,Devon Energy Corporation,30.72,16149504000,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dvn,NYSE
DHX,"DHI Group, Inc.",2.85,144169521.5,n/a,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/dhx,NYSE
DO,"Diamond Offshore Drilling, Inc.",10.53,1444970363,n/a,1995,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/do,NYSE
DRH,Diamondrock Hospitality Company,11.55,2313073825,n/a,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/drh,NYSE
DKS,Dick&#39;s Sporting Goods Inc,39.44,4436234982,n/a,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dks,NYSE
DBD,Diebold Nixdorf Incorporated,26.85,2026554711,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/dbd,NYSE
DLR,"Digital Realty Trust, Inc.",120.15,19485985753,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dlr,NYSE
DLR^G,"Digital Realty Trust, Inc.",25.5135,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^g,NYSE
DLR^H,"Digital Realty Trust, Inc.",27.44,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^h,NYSE
DLR^I,"Digital Realty Trust, Inc.",27.3,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^i,NYSE
DGI,"DigitalGlobe, Inc",32.65,2027819213,n/a,2009,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/dgi,NYSE
DDS,"Dillard&#39;s, Inc.",54.48,1590220261,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dds,NYSE
DDT,"Dillard&#39;s, Inc.",25.86,0,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/ddt,NYSE
DIN,"DineEquity, Inc",44.04,791845013.3,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/din,NYSE
DPLO,"Diplomat Pharmacy, Inc.",16.51,1109431435,n/a,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/dplo,NYSE
DFS,Discover Financial Services,60.61,23043361054,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dfs,NYSE
DFS^B,Discover Financial Services,25.9,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfs^b,NYSE
DRA,Diversified Real Asset Income Fund,17.45,311227642.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dra,NYSE
